0,0.3213701691326146
1,0.32110392968985335
2,0.3201907774641978
3,0.3188800601510336
4,0.31827767825159675
5,0.31785845781595257
6,0.3303039960399022
7,0.3299460984046245
8,0.32997241099924696
9,0.32904770853527376
10,0.32850663908156214
11,0.3274137388290336
12,0.32650687885565816
13,0.32642400657597276
14,0.32806407858887915
15,0.32775778202042954
16,0.3273080451648089
17,0.3270481909214696
18,0.32655926682939573
19,0.32801086148782965
20,0.3292624186898098
21,0.33105471456385477
22,0.331997404739468
23,0.33219161202856823
24,0.332414231140226
25,0.3322937859415781
26,0.3325388497694394
27,0.3376822596203011
28,0.3362260617325626
29,0.33544958780819784
30,0.33451643660836416
31,0.33370108662234416
32,0.33071134706103833
33,0.3300897709648388
34,0.32867226827873547
35,0.3287468728938313
36,0.3282976737835886
37,0.32844334372661427
38,0.3288536287396397
39,0.3290076061988933
40,0.3289266187463605
41,0.3288768228525201
42,0.3279725273169617
43,0.32928295140766667
44,0.3280421297180421
45,0.32756153369014723
46,0.32759042549394324
47,0.32808524126364924
48,0.3291901298198957
49,0.32882628943475756
